Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score
2,2,0.5786189075410197,0.1080779386879197,0,1,-1.5208376828587122,True,1.1124128442013508,0.4283690101343713,1,0.39157593209658037,0.6205864392534928,-1.6755013405432198
2,0,-0.0348056767450931,-0.8315201820293031,1,1,0.16557861731748127,False,-0.4521112085239051,-1.43049890337269,2,-1.5236662286987035,-0.18425997672301833,-1.5024660107533607
0,2,-0.7240954923033384,-0.10291953403454429,1,0,1.008786767405578,False,0.7563896716469309,-0.19125362770131582,1,2.3068180928918642,-0.9785717537469566,1.8327509990250501
1,3,0.6674896070312337,1.2652672031501837,3,1,0.16557861731748127,False,-1.5636946694993707,1.0479916479700584,1,-0.08723460810224061,1.1831361593208443,0.6363130205230966
1,2,0.6414786705950735,-0.8991053100107174,3,1,-0.6776295327706156,True,0.25202351052816957,-0.810876265537003,0,-1.5236662286987035,0.7196120454076711,-1.4829800501914396
1,0,-1.3787040592800375,0.1080779386879197,1,2,-0.6776295327706156,True,1.3220709347056199,0.4283690101343713,1,-1.0448556884998825,-1.1049874211778223,1.110211581389017
3,1,-0.073822081399333,0.050383317240370984,4,0,1.008786767405578,False,-1.3560144855092926,-1.43049890337269,0,-0.08723460810224061,-0.3654557667072587,0.852996901971659
4,0,-0.8368095501933661,-0.5529375813254248,2,2,1.008786767405578,True,-1.44897609167628,-0.19125362770131582,0,1.3491970124942223,-1.574832318462539,-1.785402158112455
4,1,-0.37511542845152185,-0.6666784064648781,1,1,-1.5208376828587122,False,-0.26025427664735656,-0.810876265537003,2,-0.08723460810224061,-0.6309286683120762,-0.6856145439976297
2,0,-1.4675747587702515,0.06851591255245765,3,2,0.16557861731748127,False,0.936379164438332,0.4283690101343713,1,-0.08723460810224061,-1.1471259769881108,-0.66067251447837
1,4,1.560531758006068,1.627919109391919,1,0,1.008786767405578,True,0.24015607144302212,0.4283690101343713,0,0.8703864722954013,1.334834960237883,1.8327509990250501
1,3,0.038891976490694764,-1.1480163911129995,2,1,-1.5208376828587122,False,1.9253324215339422,-0.810876265537003,0,-1.5236662286987035,0.31508190962890087,-0.07531425919826175
1,3,0.9080907690657154,-0.2941359936892774,0,2,0.16557861731748127,True,-0.09213222294110286,-0.19125362770131582,1,-1.5236662286987035,0.8860593408583102,-0.5344034900371223
4,3,0.047562288636081515,-1.1364774668234896,3,0,0.16557861731748127,True,-0.34332635024338776,-1.43049890337269,0,-0.5660451483010616,-0.782627469229115,0.5490159172056899
1,4,-0.24506074627072158,2.124092853840838,1,2,-0.6776295327706156,True,0.2322444453862574,-0.19125362770131582,2,1.8280075526930433,-0.81844524166786,0.8335109414097379
1,1,-1.300671249971557,-0.1375363069030737,0,1,-0.6776295327706156,False,0.49332810525949855,-1.43049890337269,1,0.39157593209658037,-0.9069362088694665,-0.4868577462660349
1,3,0.9817884223015032,0.39160579265873097,3,2,-0.6776295327706156,True,-1.520180726187164,1.6676142858057454,2,1.8280075526930433,0.5089192663562283,-0.09324134291522834
1,0,-1.6691595161504942,-0.7556929652696678,3,1,0.16557861731748127,False,1.7394092091999673,-1.43049890337269,1,0.39157593209658037,-1.1155220601303941,0.9410734437115419
2,2,0.5591107052138988,-0.16226257323773738,0,1,-0.6776295327706156,True,-2.040370139419455,-1.43049890337269,0,1.3491970124942223,0.7385743955223008,0.4640571291557137
4,4,0.21446579743477623,0.1080779386879197,0,1,0.16557861731748127,False,1.9787358974171052,-0.19125362770131582,1,1.3491970124942223,-0.07048587603523876,-0.4985493226031869
1,4,-0.8909990011020331,0.1641241423798242,2,1,-1.5208376828587122,False,0.18873050207405043,1.0479916479700584,2,-1.0448556884998825,-0.7678789746955147,-1.6466621189115769
3,0,1.094502480191531,-0.3815021347384227,4,2,0.16557861731748127,False,-0.49166933880772934,0.4283690101343713,0,-0.08723460810224061,1.334834960237883,1.1219031577261689
1,2,0.7888739770666482,0.25478711894025813,3,2,0.16557861731748127,True,-0.20882870727838485,-0.19125362770131582,1,0.39157593209658037,0.7722852401705316,-1.7464302369886129
3,3,-0.771782209102966,-0.8562464483639669,4,2,-0.6776295327706156,True,1.1954849177973816,-1.43049890337269,1,-0.08723460810224061,-0.9258985589840961,-0.45334189409953013
1,2,1.4499852781523868,-0.7738255605817544,4,1,0.16557861731748127,False,-1.0395494432386976,-1.43049890337269,0,-1.5236662286987035,1.3285141768663395,-1.0698776862787132
2,3,-0.0976654397991468,1.0163561220479018,2,1,-1.5208376828587122,False,0.10170261544963682,0.4283690101343713,0,-0.5660451483010616,0.01379123558533837,1.533446644793942
2,1,-1.95961497302095,2.417511214345515,1,1,0.16557861731748127,True,-1.8089550772590821,1.0479916479700584,2,0.8703864722954013,-1.8887645592491886,-0.19300946099226432
1,2,0.15594119045341542,-0.43095466740775024,4,0,0.16557861731748127,False,-1.3896388962505435,-1.43049890337269,1,-1.5236662286987035,-0.2369331714858788,1.8327509990250501
0,4,0.2686552483434432,-1.0458144902630557,1,2,1.008786767405578,False,0.3252060515532449,-0.810876265537003,1,-1.0448556884998825,0.22237708684626606,0.3440236120942805
0,3,-0.9365181398653143,-0.9897682865711513,0,1,0.16557861731748127,True,1.2014186373399556,-0.19125362770131582,2,-0.08723460810224061,-0.8690115086402063,-0.07531425919826175
4,4,1.1812056016453985,0.3553406020345573,1,1,-1.5208376828587122,False,-0.09411012945529404,-0.810876265537003,1,-0.08723460810224061,1.334834960237883,-1.60145469040792
1,0,0.8842474106659025,-0.14412997792565055,4,1,-1.5208376828587122,True,-0.15740313790941315,-0.810876265537003,0,0.8703864722954013,0.5215608330993143,-1.0948197157979722
1,2,-0.26890410467053444,1.4729678403613593,0,1,-0.6776295327706156,True,0.3331176776100096,1.6676142858057454,2,2.3068180928918642,-0.5993247514543605,-0.28108600273214834
0,3,0.5656134393229392,-0.7359119522019365,0,2,1.8519949174936747,False,-0.9307645849581803,1.6676142858057454,1,0.39157593209658037,1.1641738092062148,0.9847219953702453
1,0,0.3705314160517377,0.2580839544515465,1,0,1.008786767405578,True,-0.17916010956551648,-0.19125362770131582,1,1.3491970124942223,0.989298802593517,-0.31771960858855985
1,4,1.179038023609051,-0.21006668815142066,3,1,-0.6776295327706156,True,0.669361785022517,0.4283690101343713,1,0.39157593209658037,0.9829780192219744,-1.5141575870905133
4,1,-1.5412724120060395,-0.9963619575937281,1,0,0.16557861731748127,True,-0.6538576729714095,-0.19125362770131582,1,0.8703864722954013,-0.39495275577446115,0.6760643800694149
0,4,0.8278903817208881,-0.9765809445259973,0,2,0.16557861731748127,True,0.8058373345017115,1.0479916479700584,0,-0.5660451483010616,0.7701783123800173,-0.10181516556247357
4,4,-0.7891228333937395,1.7861672139337672,1,1,-0.6776295327706156,False,0.05621076562323867,1.0479916479700584,1,1.8280075526930433,-0.8331937362014613,1.4765476399531334
0,2,-0.39462363077864276,-0.1095132050571213,0,2,0.16557861731748127,False,0.8790198755267864,0.4283690101343713,0,-1.0448556884998825,-0.8121244582963174,-0.02075356962488252
4,0,-0.4596509718690429,0.4014962991925962,1,0,1.008786767405578,True,0.02060844836779676,1.6676142858057454,1,-0.5660451483010616,0.03907436907151057,1.1476246256679046
4,0,-0.8346419721570196,1.7696830363773244,2,2,1.008786767405578,True,-0.6142995426875848,0.4283690101343713,2,-1.0448556884998825,-2.1352751107393764,-2.826731890541517
1,1,0.35535836979731067,0.052031734996015204,2,2,0.16557861731748127,False,2.2754218745457884,0.4283690101343713,1,-0.08723460810224061,0.730146684360243,0.9254846752620048
4,0,-1.7797059960041746,0.24654503016203674,1,2,-1.5208376828587122,False,0.45970369451824783,0.4283690101343713,1,-0.08723460810224061,-1.7792043141424392,0.09226500163425992
1,0,0.9536099078289965,-0.823278093251082,3,1,0.16557861731748127,True,-0.32948100464404917,-0.810876265537003,1,-0.5660451483010616,-0.011491897900834767,-1.9311571431156245
1,2,0.465904849650992,-0.9485578426800451,3,2,0.16557861731748127,True,-0.6775925511417041,-0.19125362770131582,0,0.8703864722954013,0.5974102335578338,-0.790838731032003
3,3,-0.8584853305568335,-0.6089837850173293,4,1,-1.5208376828587122,True,0.7465001390759747,-0.19125362770131582,0,-0.5660451483010616,-0.9027223532884372,0.4282029617217794
4,1,-1.183622036008836,-0.941964171657468,1,0,0.16557861731748127,False,2.0538963449563714,-1.43049890337269,2,0.39157593209658037,-0.7425958412093415,0.9769276111454762
1,0,0.6263056243406464,-0.5397502392802708,4,2,-0.6776295327706156,False,1.0768105269459087,-0.810876265537003,2,-0.08723460810224061,0.28137106498067005,-0.7378369183035782
1,0,1.5171801972791343,-0.34358852635860504,2,0,0.16557861731748127,True,-0.20685080076419365,-1.43049890337269,1,-0.08723460810224061,1.0525066363089504,-0.08934415080284434
3,2,0.47457516179637876,1.2619703676388951,4,2,-1.5208376828587122,True,-0.47584608669419953,1.6676142858057454,1,0.39157593209658037,1.334834960237883,1.8327509990250501
3,1,1.6819161280414827,-1.1348290490678454,4,1,-1.5208376828587122,False,0.07796773727934234,-1.43049890337269,1,0.8703864722954013,1.1388906757200417,1.8327509990250501
2,2,-0.9755345445195541,-0.6287647980850604,2,1,-1.5208376828587122,True,1.3378941868191494,-0.810876265537003,0,1.8280075526930433,-0.4897645063476102,-0.44087087933990093
1,4,-2.1958809789827387,-0.679865748510032,3,0,1.008786767405578,True,1.9273103280481332,1.0479916479700584,1,1.3491970124942223,-2.217445294569439,0.29102179936585465
0,2,1.4196391856435338,-0.5067818841673858,1,2,0.16557861731748127,False,2.334759069971525,-0.19125362770131582,0,-1.5236662286987035,1.334834960237883,1.3775589602985736
4,2,-0.7826200992846992,-0.21501194141835345,1,0,0.16557861731748127,False,0.27575838869846436,1.6676142858057454,2,-0.5660451483010616,-0.35070727217365744,0.35337687316400185
4,2,-0.0846599715810662,0.4525972496175681,4,1,-0.6776295327706156,True,-1.6210539584109165,1.6676142858057454,1,1.8280075526930433,0.11703069732054512,-1.21875042497179
3,3,0.42472086696040473,2.9318175541065212,4,0,0.16557861731748127,True,-2.040370139419455,1.6676142858057454,1,1.3491970124942223,0.6458695727396658,-0.20080384521703343
3,1,1.1660325553909714,-0.7540445475140235,3,0,0.16557861731748127,False,1.1559267875135573,-0.19125362770131582,2,-0.5660451483010616,1.334834960237883,-0.32395511596837445
1,0,-0.0954978617627994,-0.7177793568898498,1,2,0.16557861731748127,True,-0.03279502751536611,-1.43049890337269,0,0.39157593209658037,-0.07048587603523876,-0.15715529355833002
1,2,0.23830915583459003,-1.0375724014848344,4,2,0.16557861731748127,False,0.6120024961109717,0.4283690101343713,0,-0.5660451483010616,0.42674908252616534,-2.3980407581792536
1,4,-2.028977470184044,-0.6765689129987437,3,2,0.16557861731748127,True,-1.2373400946578195,-0.810876265537003,1,-1.5236662286987035,-2.5735160911663777,0.9247052368395277
2,2,-1.0622376659734216,0.32237224692167243,0,1,-1.5208376828587122,False,0.07598983076515081,-0.19125362770131582,1,0.39157593209658037,-0.6498910184267067,0.12733973064571807
1,2,-2.150361840219458,-0.9765809445259973,3,1,-0.6776295327706156,True,-2.040370139419455,-0.19125362770131582,2,0.39157593209658037,-2.485025123964772,-0.6614519529008474
1,3,0.9145935031747556,-0.5512891635697806,1,1,0.16557861731748127,False,1.6899615463451867,-0.19125362770131582,0,-0.08723460810224061,1.334834960237883,-0.33720556915048094
2,1,0.05406502274512182,-1.0622986678194983,0,0,1.8519949174936747,False,-1.10877617123539,-0.19125362770131582,2,0.8703864722954013,-0.40759432251754724,-0.621700593354528
2,2,0.9254313933564888,-1.0573534145525656,3,2,1.008786767405578,False,1.1183465637439238,-1.43049890337269,1,-0.08723460810224061,0.7828198791231035,0.6004588530891612
0,2,1.0923349021551836,2.3400355798302352,0,1,-1.5208376828587122,True,-0.6499018599430271,2.2872369236414327,1,0.39157593209658037,1.0925382643287238,1.3089683791206117
0,1,1.5713696481878012,-0.9205347408340928,1,2,-0.6776295327706156,False,-0.8081343810783246,-1.43049890337269,1,-0.08723460810224061,1.2168470039690753,0.6620344884648323
2,3,0.21663337547112269,-1.139774302334778,1,0,1.8519949174936747,False,0.26586885612750816,-1.43049890337269,1,-0.08723460810224061,0.8291722905144204,1.8327509990250501
1,1,-1.0037130589920609,-0.19193409283933383,4,1,-0.6776295327706156,False,-1.3698598311086314,-0.810876265537003,0,-0.5660451483010616,-1.2967178501146355,0.3011544988580533
4,4,1.0099669367740098,2.9680827447306948,0,1,0.16557861731748127,True,-1.3916168027647347,2.9068595614771198,1,0.8703864722954013,0.812316868190305,-0.9856983366512138
3,3,-1.0665728220461155,0.38336370388050955,4,1,-0.6776295327706156,False,1.12823609631488,0.4283690101343713,1,1.3491970124942223,-0.8858669309643218,-2.256962403710945
4,0,-0.32309355557920233,0.009172873349264718,4,1,-0.6776295327706156,True,0.5427757681142791,-0.19125362770131582,2,0.39157593209658037,-0.14422834870324397,0.20450413447092514
1,3,0.27732556048882995,1.8092450625127863,3,2,-0.6776295327706156,False,0.4379467228621442,1.0479916479700584,0,-0.5660451483010616,0.5320954720518872,0.5155000650391851
4,2,1.5518614458606814,1.7119884149297755,1,1,-1.5208376828587122,True,0.46959322708920376,1.0479916479700584,1,-0.08723460810224061,1.334834960237883,-0.7066593814045041
4,4,-1.742857169386281,1.1729558088341059,1,1,0.16557861731748127,False,0.25795723007074306,0.4283690101343713,1,-1.5236662286987035,-1.4589512899842463,0.0026295830494225464
0,2,-0.16919551499858726,1.3823048638009257,1,2,-1.5208376828587122,False,-2.040370139419455,1.0479916479700584,1,-1.0448556884998825,-0.27907172729616736,-0.2756299337748099
4,2,-0.4423103475782694,1.0789959967623834,0,0,1.008786767405578,False,0.37860952743640774,0.4283690101343713,1,-1.5236662286987035,-0.4686952284424654,0.2239900950328462
2,2,0.7888739770666482,-0.6963499260664746,3,1,0.16557861731748127,True,1.0669209943749527,-0.810876265537003,0,-1.5236662286987035,0.7554298178464162,0.6565784195074938
4,2,0.5417700809231254,-0.10291953403454429,1,0,0.16557861731748127,False,-1.0711959474657569,-0.810876265537003,1,0.39157593209658037,1.334834960237883,0.7134774243483036
4,2,-1.5976294409510527,2.9515985671742526,0,0,0.16557861731748127,True,-0.37299494795625615,1.6676142858057454,1,1.3491970124942223,-2.0488910713282853,0.40559924746995046
4,2,-0.7110900240852587,-1.027681894950969,2,2,-0.6776295327706156,True,-0.9742785282703872,-1.43049890337269,1,-0.08723460810224061,-0.7025642131895672,-1.7020022469074327
1,1,0.9796208442651567,-0.36996321044891295,3,0,1.008786767405578,False,0.9660477621512,-0.810876265537003,0,0.39157593209658037,0.9429463912022,0.3822160947956454
0,3,0.28599587263421666,-0.8578948661196112,0,2,0.16557861731748127,True,-1.2531633467713492,-0.19125362770131582,1,-1.0448556884998825,0.08753370825334265,0.31908158257502095
4,0,-0.6308896367404315,-0.3782052992271343,3,0,1.008786767405578,False,-1.5043574740736343,-1.43049890337269,1,0.39157593209658037,-0.8521560863160909,0.027571612568682097
0,3,0.16027634652610928,-0.7886613203825527,1,1,-1.5208376828587122,True,0.9423128839809052,-1.43049890337269,1,-1.5236662286987035,0.1781316032454633,-0.4502241404096234
1,0,-1.924933724439403,-0.409525236584375,2,1,0.16557861731748127,True,1.466458110241579,-0.19125362770131582,0,-1.5236662286987035,-1.3156802002292651,0.14604625278516192
3,3,-0.29708261914304207,1.2899934694848474,2,2,0.16557861731748127,False,-0.4521112085239051,1.0479916479700584,1,0.39157593209658037,-0.8163383138773458,1.0626658376179297
1,1,0.7780360868849141,-0.6205227093068392,1,0,1.8519949174936747,False,0.147194465276035,-0.19125362770131582,2,-0.5660451483010616,1.1220352533959261,1.0486359460133459
0,3,0.36619625997904387,0.6619463045843879,2,1,0.16557861731748127,False,-0.49562515183611167,1.0479916479700584,1,0.39157593209658037,0.6795804173878968,-1.1579542280185962
3,0,-0.6699060413946714,2.0911244987279534,2,0,1.8519949174936747,True,-0.6815483641700865,1.0479916479700584,0,0.39157593209658037,-1.5558699683479094,-0.9217843860081132
